repo_url,file_path,content
https://github.com/joshcarp/evy-leetcode.git,0217-contains-duplicate.evy,"// 217. Contains Duplicate
// Solved
// Easy
// Topics
// Companies
// Given an integer array nums, return true if any value appears at least twice in the array, and return false if every element is distinct.
// Example 1:
// Input: nums = [1,2,3,1]
// Output: true
// Example 2:
// Input: nums = [1,2,3,4]
// Output: false
// Example 3:
// Input: nums = [1,1,1,3,3,4,3,2,4,2]
// Output: true

func containsDuplicate:bool nums:[]num
    seen := {}
    for ii := range nums
        i := sprint ii
        if has seen i
            return true
        end
        seen[i] = true
    end
    return false
end

fails := 0
total := 0

func assert want:any got:any
    total = total + 1
    if want != got
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end

func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end

// -- Test Cases Start -- //
assert true (containsDuplicate [1 2 3 1])
assert false (containsDuplicate [1 2 3 4])
assert true (containsDuplicate [1 1 1 3 3 4 3 2 4 2])
// -- Test Cases End -- //
finished
"
https://github.com/joshcarp/evy-leetcode.git,0412-fizz-buzz.evy,"// 412. Fizz Buzz
// Easy
// Topics
// Companies
// Given an integer n, return a string array answer (1-indexed) where:
// answer[i] == ""FizzBuzz"" if i is divisible by 3 and 5.
// answer[i] == ""Fizz"" if i is divisible by 3.
// answer[i] == ""Buzz"" if i is divisible by 5.
// answer[i] == i (as a string) if none of the above conditions are true.
// Example 1:
// Input: n = 3
// Output: [""1"",""2"",""Fizz""]
// Example 2:
// Input: n = 5
// Output: [""1"",""2"",""Fizz"",""4"",""Buzz""]
// Example 3:
// Input: n = 15
// Output: [""1"",""2"",""Fizz"",""4"",""Buzz"",""Fizz"",""7"",""8"",""Fizz"",""Buzz"",""11"",""Fizz"",""13"",""14"",""FizzBuzz""]
// Constraints:
// 1 <= n <= 104

func fizzbuzz:[]string n:num
    ans:[]string
    for i := range 1 (n + 1)
        s:string
        if i % 3 == 0
            s = s + ""Fizz""
        end
        if i % 5 == 0
            s = s + ""Buzz""
        end
        if s == """"
            s = sprintf ""%v"" i
        end
        ans = ans + [s]
    end
    return ans
end

fails := 0
total := 0

func assert want:any got:any
    total = total + 1
    if want != got
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end

func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end

// -- Test Cases Start -- //
assert [""1"" ""2"" ""Fizz""] (fizzbuzz 3)
assert [""1"" ""2"" ""Fizz"" ""4"" ""Buzz""] (fizzbuzz 5)
assert [""1"" ""2"" ""Fizz"" ""4"" ""Buzz"" ""Fizz"" ""7"" ""8"" ""Fizz"" ""Buzz"" ""11"" ""Fizz"" ""13"" ""14"" ""FizzBuzz""] (fizzbuzz 15)
// -- Test Cases End -- //
finished
"
https://github.com/evylang/evy.git,stringart.evy,"// String art
// Inpsired by https://youtu.be/dLiSXcaBZmk

pi := 3.141592654

lissajousA := 0
lissajousB := 0
lissajousPct := 0
thetaOffset := 0
nails:[][]num

func drawall
    draw 80 0.05 0.05 1 20
    sleep 3
    draw 80 0 0.05 2 1
    sleep 3
    draw 160 0 0.05 2 1
    sleep 3
    draw 160 0 0.05 4 1
    sleep 3
    drawAnimate 80 0.02
    sleep 3
    drawlAnimate 120 2 1 270 pi/4 0.02
end

func draw n:num dotInterval:num cordInterval:num a:num c:num
    setnails n 0 0 0 0
    clear ""black""
    drawNails dotInterval
    drawCords a c cordInterval
end

func drawl n:num a:num b:num pct:num toffset:num
    setnails n a b pct toffset
    clear ""black""
    drawNails 0
    drawCords 1 n/4 0
end

func drawAnimate n:num interval:num
    for i := range n*2
        draw n 0 0 1 i+1
        sleep interval
    end
end

func drawlAnimate n:num a:num b:num steps:num toffset:num interval:num
    for p := range steps -1 -1
        pct := p / steps
        drawl n a b pct toffset*(1 - pct)
        sleep interval
    end
end

func drawNails interval:num
    for i := range (len nails)
        nail i
        sleep interval
    end
end

func drawCords a:num c:num interval:num
    for i := range (len nails)
        j := a * i + c
        cord i j
        nail i
        nail j
        sleep interval
    end
end

func nail n:num
    color ""orange""
    xy := pos n
    move xy[0] xy[1]
    circle 0.6
end

func cord i:num j:num
    ixy := pos i
    jxy := pos j
    color ""lightgreen""
    width 0.3
    move ixy[0] ixy[1]
    line jxy[0] jxy[1]
end

func pos:[]num n:num
    return nails[n % (len nails)]
end

func setnails n:num a:num b:num pct:num toffset:num
    if (len nails) == n and lissajousA == a and lissajousB == b and lissajousPct == pct and thetaOffset == toffset
        // No change to computed nail positions
        return
    end
    lissajousA = a
    lissajousB = b
    lissajousPct = pct
    thetaOffset = toffset
    nails = []
    for i := range n
        theta := thetaOffset + (pi * 2 * i / n)
        nails = nails + [(calcpos theta)]
    end
end

func calcpos:[]num theta:num
    cpos := circlePos theta
    lpos := lissajousPos theta
    x := interpolate lpos[0] cpos[0] lissajousPct
    y := interpolate lpos[1] cpos[1] lissajousPct
    return [(toCanvas x) (toCanvas y)]
end

func circlePos:[]num theta:num
    x := cos theta
    y := sin theta
    return [x y]
end

func lissajousPos:[]num theta:num
    x := sin lissajousA*theta
    y := sin lissajousB*theta
    return [x y]
end

func toCanvas:num n:num
    return n * 40 + 50
end

func interpolate:num a:num b:num pct:num
    return a * pct + b * (1 - pct)
end

// Still working on this one
// drawlAnimate 80 1 4 100 0 0.02

drawall
"
https://github.com/evylang/evy.git,movingdot.evy,"for i := range 0 100 0.1
    clear
    dot i 50

    sleep 0.01
end

func dot x:num y:num
    color ""red""
    move x y
    circle 10
end
"
https://github.com/evylang/evy.git,bounce.evy,"background := ""hsl(0deg 0% 0% / 10%)""
x := 10
y := 50
s := 1
width 1
fill background
stroke ""red""

on animate
    clear background
    move x y
    circle 10
    x = x + s
    if x < 10 or x > 90
        s = -s
    end
end
"
https://github.com/evylang/evy.git,juggle.evy,"// increase `s` for highter speed
// try 5.1 vs 5 to visualize rounding errors
s := 0.5
radius := 5

colors := [""red"" ""orange"" ""gold"" ""forestgreen"" ""blue"" ""indigo"" ""purple"" ""deeppink""]
dots := [
    {x:(pos 0) y:(pos 2) dx:s dy:s}
    {x:(pos 1) y:(pos 3) dx:s dy:s}
    {x:(pos 2) y:(pos 4) dx:s dy:-s}
    {x:(pos 3) y:(pos 3) dx:s dy:-s}
    {x:(pos 4) y:(pos 2) dx:-s dy:-s}
    {x:(pos 3) y:(pos 1) dx:-s dy:-s}
    {x:(pos 2) y:(pos 0) dx:-s dy:s}
    {x:(pos 1) y:(pos 1) dx:-s dy:s}
]

for i := range (len dots)
    dots[i].radius = radius
    dots[i].color = i
end

func pos:num i:num
    l := (100 - 2 * radius) / 4
    return radius + i * l
end

on animate
    clear

    for dot := range dots
        update dot
        draw dot colors[dot.color]
    end
end

func update dot:{}num
    dot.x = dot.x + dot.dx
    dot.y = dot.y + dot.dy
    dot.dx = delta dot.dx dot.x
    dot.dy = delta dot.dy dot.y
end

func delta:num d:num n:num
    if n >= radius and n < 100 - radius
        return d
    end
    return -d
end

func draw dot:{}num col:string
    color col
    move dot.x dot.y
    circle dot.radius
end
"
https://github.com/evylang/evy.git,splashtrig.evy,"sa := -0.007
sb := -0.006
sc := -0.005
sd := -0.004
se := -0.003
radius := 5

pi := 3.141593
tau := 2 * pi

colors := [
    ""red"" ""orange"" ""gold"" ""forestgreen"" ""blue"" ""indigo"" ""purple"" ""deeppink""
]
dots := [
    {phase:(0 / 8) orbit:10 s:sa}
    {phase:(1 / 8) orbit:10 s:sa}
    {phase:(2 / 8) orbit:10 s:sa}
    {phase:(3 / 8) orbit:10 s:sa}
    {phase:(4 / 8) orbit:10 s:sa}
    {phase:(5 / 8) orbit:10 s:sa}
    {phase:(6 / 8) orbit:10 s:sa}
    {phase:(7 / 8) orbit:10 s:sa}
    {phase:(0 / 8) orbit:20 s:sb}
    {phase:(1 / 8) orbit:20 s:sb}
    {phase:(2 / 8) orbit:20 s:sb}
    {phase:(3 / 8) orbit:20 s:sb}
    {phase:(4 / 8) orbit:20 s:sb}
    {phase:(5 / 8) orbit:20 s:sb}
    {phase:(6 / 8) orbit:20 s:sb}
    {phase:(7 / 8) orbit:20 s:sb}
    {phase:(0 / 8) orbit:30 s:sc}
    {phase:(1 / 8) orbit:30 s:sc}
    {phase:(2 / 8) orbit:30 s:sc}
    {phase:(3 / 8) orbit:30 s:sc}
    {phase:(4 / 8) orbit:30 s:sc}
    {phase:(5 / 8) orbit:30 s:sc}
    {phase:(6 / 8) orbit:30 s:sc}
    {phase:(7 / 8) orbit:30 s:sc}
    {phase:(0 / 8) orbit:40 s:sd}
    {phase:(1 / 8) orbit:40 s:sd}
    {phase:(2 / 8) orbit:40 s:sd}
    {phase:(3 / 8) orbit:40 s:sd}
    {phase:(4 / 8) orbit:40 s:sd}
    {phase:(5 / 8) orbit:40 s:sd}
    {phase:(6 / 8) orbit:40 s:sd}
    {phase:(7 / 8) orbit:40 s:sd}
    {phase:(0 / 8) orbit:50 s:se}
    {phase:(1 / 8) orbit:50 s:se}
    {phase:(2 / 8) orbit:50 s:se}
    {phase:(3 / 8) orbit:50 s:se}
    {phase:(4 / 8) orbit:50 s:se}
    {phase:(5 / 8) orbit:50 s:se}
    {phase:(6 / 8) orbit:50 s:se}
    {phase:(7 / 8) orbit:50 s:se}
]

for i := range (len dots)
    dots[i].radius = radius
    dots[i].color = i
end

on animate
    // 2% opacity leaves trails on movement
    clear ""hsl(0deg 100% 100% / 2%)""

    for dot := range dots
        update dot
        draw dot colors[dot.color % (len colors)]
    end
end

func update dot:{}num
    dot.phase = dot.phase + dot.s
end

func draw dot:{}num col:string
    color col
    x := 50 + dot.orbit * (cos (tau * dot.phase))
    y := 50 + dot.orbit * (sin (tau * dot.phase))
    move x y
    circle dot.radius
end
"
https://github.com/evylang/evy.git,welcome.evy,"move 10 20
line 50 50
rect 25 25
color ""red""
circle 10

x := 12
print ""x:"" x
if x > 10
    print ""🍦 big x""
end
"
https://github.com/evylang/evy.git,math.evy,"pi := 3.14159265
e := 2.718281828459045

print ""rand1"" (rand1)
print ""rand 10"" (rand 10)
print
print ""min 3 2:"" (min 3 2)
print ""max 3 2:"" (max 3 2)
print
print ""floor 2.6:"" (floor 2.6)
print ""ceil 2.4:"" (floor 2.4)
print ""round 2.6:"" (round 2.6)
print
print ""pow 2 3:"" (pow 2 3)
print ""log e:"" (log e)
print ""sqrt 2:"" (sqrt 2)
print
print ""sin pi:"" (sin pi)
print ""cos pi:"" (cos pi)
print ""atan2 0 0:"" (atan2 0 0)
"
https://github.com/evylang/evy.git,strings.evy,"s := ""Hello World!""

print ""s:"" s
print ""s+s:"" s+s
print ""s[1:-1]:"" s[1:-1]
print
print ""upper s:"" (upper s)
print ""lower s:"" (lower s)
print ""index s \""e\"":"" (index s ""e"")
print
print ""startswith \""Hello\"":"" (startswith s ""Hello"")
print ""startswith \""hello\"":"" (startswith s ""hello"")
print ""endswith \""World!\"":"" (endswith s ""World!"")
print ""endswith \""World\"": "" (endswith s ""World"")
print
print ""replace s \""l\"" \""L\"":"" (replace s ""l"" ""L"")
print ""trim s \""H!\"":"" (trim s ""H!"")
"
https://github.com/evylang/evy.git,helloworld.evy,"print ""👋🌏 Hello, World!""
"
https://github.com/evylang/evy.git,echo.evy,"print ""Write something, press enter and enjoy the echo.""
while true
    s := read
    print s s s
end
"
